wavelength (nm),refractive index
849.6,1.45252
849.8,1.45252
850,1.45251
850.2,1.45251
850.4,1.45251
850.6,1.4525
850.8,1.4525
851,1.4525
851.2,1.45249
851.4,1.45249
851.6,1.45249
851.8,1.45248
852,1.45248
852.2,1.45248
852.4,1.45248
852.6,1.45247
852.8,1.45247
853,1.45247
853.2,1.45246
853.4,1.45246
853.6,1.45246
853.8,1.45245
854,1.45245
854.2,1.45245
854.4,1.45244
854.6,1.45244
854.8,1.45244
855,1.45243
855.2,1.45243
855.4,1.45243
855.6,1.45243
855.8,1.45242
856,1.45242
856.2,1.45242
856.4,1.45241
856.6,1.45241
856.8,1.45241
857,1.4524
857.2,1.4524
857.4,1.4524
857.6,1.45239
857.8,1.45239
858,1.45239
858.2,1.45239
858.4,1.45238
858.6,1.45238
858.8,1.45238
859,1.45237
859.2,1.45237
859.4,1.45237
859.6,1.45236
859.8,1.45236
860,1.45236
860.2,1.45235
860.4,1.45235
860.6,1.45235
860.8,1.45235
861,1.45234
861.2,1.45234
861.4,1.45234
861.6,1.45233
861.8,1.45233
862,1.45233
862.2,1.45232
862.4,1.45232
862.6,1.45232
862.8,1.45231
863,1.45231
863.2,1.45231
863.4,1.45231
863.6,1.4523
863.8,1.4523
864,1.4523
864.2,1.45229
864.4,1.45229
864.6,1.45229
864.8,1.45228
865,1.45228
865.2,1.45228
865.4,1.45228
865.6,1.45227
865.8,1.45227
866,1.45227
866.2,1.45226
866.4,1.45226
866.6,1.45226
866.8,1.45225
867,1.45225
867.2,1.45225
867.4,1.45224
867.6,1.45224
867.8,1.45224
868,1.45224
868.2,1.45223
868.4,1.45223
868.6,1.45223
868.8,1.45222
869,1.45222
869.2,1.45222
869.4,1.45221
869.6,1.45221
869.8,1.45221
870,1.45221
870.2,1.4522
870.4,1.4522
870.6,1.4522
870.8,1.45219
871,1.45219
871.2,1.45219
871.4,1.45218
871.6,1.45218
871.8,1.45218
872,1.45218
872.2,1.45217
872.4,1.45217
872.6,1.45217
872.8,1.45216
873,1.45216
873.2,1.45216
873.4,1.45215
873.6,1.45215
873.8,1.45215
874,1.45215
874.2,1.45214
874.4,1.45214
874.6,1.45214
874.8,1.45213
875,1.45213
875.2,1.45213
875.4,1.45213
875.6,1.45212
875.8,1.45212
876,1.45212
876.2,1.45211
876.4,1.45211
876.6,1.45211
876.8,1.4521
877,1.4521
877.2,1.4521
877.4,1.4521
877.6,1.45209
877.8,1.45209
878,1.45209
878.2,1.45208
878.4,1.45208
878.6,1.45208
878.8,1.45207
879,1.45207
879.2,1.45207
879.4,1.45207
879.6,1.45206
879.8,1.45206
880,1.45206
880.2,1.45205
880.4,1.45205
880.6,1.45205
880.8,1.45205
881,1.45204
881.2,1.45204
881.4,1.45204
881.6,1.45203
881.8,1.45203
882,1.45203
882.2,1.45203
882.4,1.45202
882.6,1.45202
882.8,1.45202
883,1.45201
883.2,1.45201
883.4,1.45201
883.6,1.452
883.8,1.452
884,1.452
884.2,1.452
884.4,1.45199
884.6,1.45199
884.8,1.45199
885,1.45198
885.2,1.45198
885.4,1.45198
885.6,1.45198
885.8,1.45197
886,1.45197
886.2,1.45197
886.4,1.45196
886.6,1.45196
886.8,1.45196
887,1.45196
887.2,1.45195
887.4,1.45195
887.6,1.45195
887.8,1.45194
888,1.45194
888.2,1.45194
888.4,1.45194
888.6,1.45193
888.8,1.45193
889,1.45193
889.2,1.45192
889.4,1.45192
889.6,1.45192
889.8,1.45192
890,1.45191
890.2,1.45191
890.4,1.45191
890.6,1.4519
890.8,1.4519
891,1.4519
891.2,1.45189
891.4,1.45189
891.6,1.45189
891.8,1.45189
892,1.45188
892.2,1.45188
892.4,1.45188
892.6,1.45187
892.8,1.45187
893,1.45187
893.2,1.45187
893.4,1.45186
893.6,1.45186
893.8,1.45186
894,1.45185
894.2,1.45185
894.4,1.45185
894.6,1.45185
894.8,1.45184
895,1.45184
895.2,1.45184
895.4,1.45183
895.6,1.45183
895.8,1.45183
896,1.45183
896.2,1.45182
896.4,1.45182
896.6,1.45182
896.8,1.45181
897,1.45181
897.2,1.45181
897.4,1.4518
897.6,1.4518
897.8,1.4518
898,1.45179
898.2,1.45179
898.4,1.45179
898.6,1.45179
898.8,1.45178
899,1.45178
899.2,1.45178
899.4,1.45177
899.6,1.45177
899.8,1.45177
900,1.45176
900.2,1.45176
900.4,1.45176
900.6,1.45176
900.8,1.45175
901,1.45175
901.2,1.45175
901.4,1.45174
901.6,1.45174
901.8,1.45174
902,1.45174
902.2,1.45173
902.4,1.45173
902.6,1.45173
902.8,1.45172
903,1.45172
903.2,1.45172
903.4,1.45171
903.6,1.45171
903.8,1.45171
904,1.45171
904.2,1.4517
904.4,1.4517
904.6,1.4517
904.8,1.45169
905,1.45169
905.2,1.45169
905.4,1.45168
905.6,1.45168
905.8,1.45168
906,1.45168
906.2,1.45167
906.4,1.45167
906.6,1.45167
906.8,1.45166
907,1.45166
907.2,1.45166
907.4,1.45166
907.6,1.45165
907.8,1.45165
908,1.45165
908.2,1.45164
908.4,1.45164
908.6,1.45164
908.8,1.45163
909,1.45163
909.2,1.45163
909.4,1.45163
909.6,1.45162
909.8,1.45162
910,1.45162
910.2,1.45161
910.4,1.45161
910.6,1.45161
910.8,1.45161
911,1.4516
911.2,1.4516
911.4,1.4516
911.6,1.45159
911.8,1.45159
912,1.45159
912.2,1.45158
912.4,1.45158
912.6,1.45158
912.8,1.45158
913,1.45157
913.2,1.45157
913.4,1.45157
913.6,1.45156
913.8,1.45156
914,1.45156
914.2,1.45156
914.4,1.45155
914.6,1.45155
914.8,1.45155
915,1.45154
915.2,1.45154
915.4,1.45154
915.6,1.45154
915.8,1.45153
916,1.45153
916.2,1.45153
916.4,1.45152
916.6,1.45152
916.8,1.45152
917,1.45152
917.2,1.45151
917.4,1.45151
917.6,1.45151
917.8,1.4515
918,1.4515
918.2,1.4515
918.4,1.4515
918.6,1.45149
918.8,1.45149
919,1.45149
919.2,1.45148
919.4,1.45148
919.6,1.45148
919.8,1.45147
920,1.45147
920.2,1.45147
920.4,1.45147
920.6,1.45146
920.8,1.45146
921,1.45146
921.2,1.45145
921.4,1.45145
921.6,1.45145
921.8,1.45145
922,1.45144
922.2,1.45144
922.4,1.45144
922.6,1.45143
922.8,1.45143
923,1.45143
923.2,1.45143
923.4,1.45142
923.6,1.45142
923.8,1.45142
924,1.45142
924.2,1.45141
924.4,1.45141
924.6,1.45141
924.8,1.4514
925,1.4514
925.2,1.4514
925.4,1.4514
925.6,1.45139
925.8,1.45139
926,1.45139
926.2,1.45138
926.4,1.45138
926.6,1.45138
926.8,1.45138
927,1.45137
927.2,1.45137
927.4,1.45137
927.6,1.45136
927.8,1.45136
928,1.45136
928.2,1.45136
928.4,1.45135
928.6,1.45135
928.8,1.45135
929,1.45134
929.2,1.45134
929.4,1.45134
929.6,1.45134
929.8,1.45133
930,1.45133
930.2,1.45133
930.4,1.45132
930.6,1.45132
930.8,1.45132
931,1.45132
931.2,1.45131
931.4,1.45131
931.6,1.45131
931.8,1.45131
932,1.4513
932.2,1.4513
932.4,1.4513
932.6,1.45129
932.8,1.45129
933,1.45129
933.2,1.45129
933.4,1.45128
933.6,1.45128
933.8,1.45128
934,1.45127
934.2,1.45127
934.4,1.45127
934.6,1.45127
934.8,1.45126
935,1.45126
935.2,1.45126
935.4,1.45126
935.6,1.45125
935.8,1.45125
936,1.45125
936.2,1.45124
936.4,1.45124
936.6,1.45124
936.8,1.45124
937,1.45123
937.2,1.45123
937.4,1.45123
937.6,1.45122
937.8,1.45122
938,1.45122
938.2,1.45122
938.4,1.45121
938.6,1.45121
938.8,1.45121
939,1.45121
939.2,1.4512
939.4,1.4512
939.6,1.4512
939.8,1.45119
940,1.45119
940.2,1.45119
940.4,1.45119
940.6,1.45118
940.8,1.45118
941,1.45118
941.2,1.45118
941.4,1.45117
941.6,1.45117
941.8,1.45117
942,1.45116
942.2,1.45116
942.4,1.45116
942.6,1.45116
942.8,1.45115
943,1.45115
943.2,1.45115
943.4,1.45115
943.6,1.45114
943.8,1.45114
944,1.45114
944.2,1.45113
944.4,1.45113
944.6,1.45113
944.8,1.45113
945,1.45112
945.2,1.45112
945.4,1.45112
945.6,1.45112
945.8,1.45111
946,1.45111
946.2,1.45111
946.4,1.4511
946.6,1.4511
946.8,1.4511
947,1.4511
947.2,1.45109
947.4,1.45109
947.6,1.45109
947.8,1.45109
948,1.45108
948.2,1.45108
948.4,1.45108
948.6,1.45107
948.8,1.45107
949,1.45107
949.2,1.45107
949.4,1.45106
949.6,1.45106
949.8,1.45106
950,1.45106
950.2,1.45105
950.4,1.45105
950.6,1.45105
950.8,1.45105
951,1.45104
951.2,1.45104
951.4,1.45104
951.6,1.45103
951.8,1.45103
952,1.45103
952.2,1.45103
952.4,1.45102
952.6,1.45102
952.8,1.45102
953,1.45102
953.2,1.45101
953.4,1.45101
953.6,1.45101
953.8,1.451
954,1.451
954.2,1.451
954.4,1.451
954.6,1.45099
954.8,1.45099
955,1.45099
955.2,1.45099
955.4,1.45098
955.6,1.45098
955.8,1.45098
956,1.45098
956.2,1.45097
956.4,1.45097
956.6,1.45097
956.8,1.45097
957,1.45096
957.2,1.45096
957.4,1.45096
957.6,1.45095
957.8,1.45095
958,1.45095
958.2,1.45095
958.4,1.45094
958.6,1.45094
958.8,1.45094
959,1.45094
959.2,1.45093
959.4,1.45093
959.6,1.45093
959.8,1.45093
960,1.45092
960.2,1.45092
960.4,1.45092
960.6,1.45091
960.8,1.45091
961,1.45091
961.2,1.45091
961.4,1.4509
961.6,1.4509
961.8,1.4509
962,1.4509
962.2,1.45089
962.4,1.45089
962.6,1.45089
962.8,1.45089
963,1.45088
963.2,1.45088
963.4,1.45088
963.6,1.45088
963.8,1.45087
964,1.45087
964.2,1.45087
964.4,1.45087
964.6,1.45086
964.8,1.45086
965,1.45086
965.2,1.45085
965.4,1.45085
965.6,1.45085
965.8,1.45085
966,1.45084
966.2,1.45084
966.4,1.45084
966.6,1.45084
966.8,1.45083
967,1.45083
967.2,1.45083
967.4,1.45083
967.6,1.45082
967.8,1.45082
968,1.45082
968.2,1.45082
968.4,1.45081
968.6,1.45081
968.8,1.45081
969,1.45081
969.2,1.4508
969.4,1.4508
969.6,1.4508
969.8,1.4508
970,1.45079
970.2,1.45079
970.4,1.45079
970.6,1.45078
970.8,1.45078
971,1.45078
971.2,1.45078
971.4,1.45077
971.6,1.45077
971.8,1.45077
972,1.45077
972.2,1.45076
972.4,1.45076
972.6,1.45076
972.8,1.45076
973,1.45075
973.2,1.45075
973.4,1.45075
973.6,1.45075
973.8,1.45074
974,1.45074
974.2,1.45074
974.4,1.45074
974.6,1.45073
974.8,1.45073
975,1.45073
975.2,1.45073
975.4,1.45072
975.6,1.45072
975.8,1.45072
976,1.45072
976.2,1.45071
976.4,1.45071
976.6,1.45071
976.8,1.45071
977,1.4507
977.2,1.4507
977.4,1.4507
977.6,1.4507
977.8,1.45069
978,1.45069
978.2,1.45069
978.4,1.45069
978.6,1.45068
978.8,1.45068
979,1.45068
979.2,1.45068
979.4,1.45067
979.6,1.45067
979.8,1.45067
980,1.45066
980.2,1.45066
980.4,1.45066
980.6,1.45066
980.8,1.45065
981,1.45065
981.2,1.45065
981.4,1.45065
981.6,1.45064
981.8,1.45064
982,1.45064
982.2,1.45064
982.4,1.45063
982.6,1.45063
982.8,1.45063
983,1.45063
983.2,1.45062
983.4,1.45062
983.6,1.45062
983.8,1.45062
984,1.45061
984.2,1.45061
984.4,1.45061
984.6,1.45061
984.8,1.4506
985,1.4506
985.2,1.4506
985.4,1.4506
985.6,1.45059
985.8,1.45059
986,1.45059
986.2,1.45059
986.4,1.45058
986.6,1.45058
986.8,1.45058
987,1.45058
987.2,1.45057
987.4,1.45057
987.6,1.45057
987.8,1.45057
988,1.45056
988.2,1.45056
988.4,1.45056
988.6,1.45056
988.8,1.45055
989,1.45055
989.2,1.45055
989.4,1.45055
989.6,1.45054
989.8,1.45054
990,1.45054
990.2,1.45054
990.4,1.45053
990.6,1.45053
990.8,1.45053
991,1.45053
991.2,1.45053
991.4,1.45052
991.6,1.45052
991.8,1.45052
992,1.45052
992.2,1.45051
992.4,1.45051
992.6,1.45051
992.8,1.45051
993,1.4505
993.2,1.4505
993.4,1.4505
993.6,1.4505
993.8,1.45049
994,1.45049
994.2,1.45049
994.4,1.45049
994.6,1.45048
994.8,1.45048
995,1.45048
995.2,1.45048
995.4,1.45047
995.6,1.45047
995.8,1.45047
996,1.45047
996.2,1.45046
996.4,1.45046
996.6,1.45046
996.8,1.45046
997,1.45045
997.2,1.45045
997.4,1.45045
997.6,1.45045
997.8,1.45044
998,1.45044
998.2,1.45044
998.4,1.45044
998.6,1.45043
998.8,1.45043
999,1.45043
999.2,1.45043
999.4,1.45042
999.6,1.45042
999.8,1.45042
1000,1.45042
1000.2,1.45041
1000.4,1.45041
1000.6,1.45041
1000.8,1.45041
1001,1.45041
1001.2,1.4504
1001.4,1.4504
1001.6,1.4504
1001.8,1.4504
1002,1.45039
1002.2,1.45039
1002.4,1.45039
1002.6,1.45039
1002.8,1.45038
1003,1.45038
1003.2,1.45038
1003.4,1.45038
1003.6,1.45037
1003.8,1.45037
1004,1.45037
1004.2,1.45037
1004.4,1.45036
1004.6,1.45036
1004.8,1.45036
1005,1.45036
1005.2,1.45035
1005.4,1.45035
1005.6,1.45035
1005.8,1.45035
1006,1.45034
1006.2,1.45034
1006.4,1.45034
1006.6,1.45034
1006.8,1.45034
1007,1.45033
1007.2,1.45033
1007.4,1.45033
1007.6,1.45033
1007.8,1.45032
1008,1.45032
1008.2,1.45032
1008.4,1.45032
1008.6,1.45031
1008.8,1.45031
1009,1.45031
1009.2,1.45031
1009.4,1.4503
1009.6,1.4503
1009.8,1.4503
1010,1.4503
1010.2,1.45029
1010.4,1.45029
1010.6,1.45029
1010.8,1.45029
1011,1.45029
1011.2,1.45028
1011.4,1.45028
1011.6,1.45028
1011.8,1.45028
1012,1.45027
1012.2,1.45027
1012.4,1.45027
1012.6,1.45027
1012.8,1.45026
1013,1.45026
1013.2,1.45026
1013.4,1.45026
1013.6,1.45025
1013.8,1.45025
1014,1.45025
1014.2,1.45025
1014.4,1.45024
1014.6,1.45024
1014.8,1.45024
1015,1.45024
1015.2,1.45023
1015.4,1.45023
1015.6,1.45023
1015.8,1.45023
1016,1.45022
1016.2,1.45022
1016.4,1.45022
1016.6,1.45022
1016.8,1.45021
1017,1.45021
1017.2,1.45021
1017.4,1.45021
1017.6,1.4502
1017.8,1.4502
1018,1.4502
1018.2,1.4502
1018.4,1.45019
1018.6,1.45019
1018.8,1.45019
1019,1.45019
1019.2,1.45018
1019.4,1.45018
1019.6,1.45018
1019.8,1.45017
1020,1.45017
1020.2,1.45017
1020.4,1.45017
1020.6,1.45016
1020.8,1.45016
1021,1.45016
1021.2,1.45016
1021.4,1.45015
1021.6,1.45015
1021.8,1.45015
1022,1.45015
1022.2,1.45014
1022.4,1.45014
1022.6,1.45014
1022.8,1.45014
1023,1.45013
1023.2,1.45013
1023.4,1.45013
1023.6,1.45013
1023.8,1.45012
1024,1.45012
1024.2,1.45012
1024.4,1.45012
1024.6,1.45011
1024.8,1.45011
1025,1.45011
1025.2,1.45011
1025.4,1.4501
1025.6,1.4501
1025.8,1.4501
1026,1.4501
1026.2,1.45009
1026.4,1.45009
1026.6,1.45009
1026.8,1.45009
1027,1.45008
1027.2,1.45008
1027.4,1.45008
1027.6,1.45008
1027.8,1.45007
1028,1.45007
1028.2,1.45007
1028.4,1.45007
1028.6,1.45006
1028.8,1.45006
1029,1.45006
1029.2,1.45006
1029.4,1.45005
1029.6,1.45005
1029.8,1.45005
1030,1.45004
1030.2,1.45004
1030.4,1.45004
1030.6,1.45004
1030.8,1.45003
1031,1.45003
1031.2,1.45003
1031.4,1.45003
1031.6,1.45002
1031.8,1.45002
1032,1.45002
1032.2,1.45002
1032.4,1.45001
1032.6,1.45001
1032.8,1.45001
1033,1.45001
1033.2,1.45
1033.4,1.45
1033.6,1.45
1033.8,1.45
1034,1.44999
1034.2,1.44999
1034.4,1.44999
1034.6,1.44999
1034.8,1.44998
1035,1.44998
1035.2,1.44998
1035.4,1.44998
1035.6,1.44997
1035.8,1.44997
1036,1.44997
1036.2,1.44997
1036.4,1.44996
1036.6,1.44996
1036.8,1.44996
1037,1.44996
1037.2,1.44995
1037.4,1.44995
1037.6,1.44995
1037.8,1.44995
1038,1.44994
1038.2,1.44994
1038.4,1.44994
1038.6,1.44994
1038.8,1.44994
1039,1.44993
1039.2,1.44993
1039.4,1.44993
1039.6,1.44993
1039.8,1.44992
1040,1.44992
1040.2,1.44992
1040.4,1.44992
1040.6,1.44991
1040.8,1.44991
1041,1.44991
1041.2,1.44991
1041.4,1.4499
1041.6,1.4499
1041.8,1.4499
1042,1.4499
1042.2,1.44989
1042.4,1.44989
1042.6,1.44989
1042.8,1.44989
1043,1.44988
1043.2,1.44988
1043.4,1.44988
1043.6,1.44988
1043.8,1.44987
1044,1.44987
1044.2,1.44987
1044.4,1.44987
1044.6,1.44986
1044.8,1.44986
1045,1.44986
1045.2,1.44986
1045.4,1.44985
1045.6,1.44985
1045.8,1.44985
1046,1.44985
1046.2,1.44984
1046.4,1.44984
1046.6,1.44984
1046.8,1.44984
1047,1.44983
1047.2,1.44983
1047.4,1.44983
1047.6,1.44983
1047.8,1.44982
1048,1.44982
1048.2,1.44982
1048.4,1.44982
1048.6,1.44981
1048.8,1.44981
1049,1.44981
1049.2,1.44981
1049.4,1.44981
1049.6,1.4498
1049.8,1.4498
1050,1.4498
1050.2,1.4498
1050.4,1.44979
1050.6,1.44979
1050.8,1.44979
1051,1.44979
1051.2,1.44978
1051.4,1.44978
1051.6,1.44978
1051.8,1.44978
1052,1.44977
1052.2,1.44977
1052.4,1.44977
1052.6,1.44977
1052.8,1.44976
1053,1.44976
1053.2,1.44976
1053.4,1.44976
1053.6,1.44975
1053.8,1.44975
1054,1.44975
1054.2,1.44975
1054.4,1.44974
1054.6,1.44974
1054.8,1.44974
1055,1.44974
1055.2,1.44973
1055.4,1.44973
1055.6,1.44973
1055.8,1.44973
1056,1.44973
1056.2,1.44972
1056.4,1.44972
1056.6,1.44972
1056.8,1.44972
1057,1.44971
1057.2,1.44971
1057.4,1.44971
1057.6,1.44971
1057.8,1.4497
1058,1.4497
1058.2,1.4497
1058.4,1.4497
1058.6,1.44969
1058.8,1.44969
1059,1.44969
1059.2,1.44969
1059.4,1.44968
1059.6,1.44968
1059.8,1.44968
1060,1.44968
1060.2,1.44968
1060.4,1.44967
1060.6,1.44967
1060.8,1.44967
1061,1.44967
1061.2,1.44966
1061.4,1.44966
1061.6,1.44966
1061.8,1.44966
1062,1.44965
1062.2,1.44965
1062.4,1.44965
1062.6,1.44965
1062.8,1.44964
1063,1.44964
1063.2,1.44964
1063.4,1.44964
1063.6,1.44963
1063.8,1.44963
1064,1.44963
1064.2,1.44963
1064.4,1.44963
1064.6,1.44962
1064.8,1.44962
1065,1.44962
1065.2,1.44962
1065.4,1.44961
1065.6,1.44961
1065.8,1.44961
1066,1.44961
1066.2,1.4496
1066.4,1.4496
1066.6,1.4496
1066.8,1.4496
1067,1.44959
1067.2,1.44959
1067.4,1.44959
1067.6,1.44959
1067.8,1.44959
1068,1.44958
1068.2,1.44958
1068.4,1.44958
1068.6,1.44958
1068.8,1.44957
1069,1.44957
1069.2,1.44957
1069.4,1.44957
1069.6,1.44956
1069.8,1.44956
1070,1.44956
1070.2,1.44956
1070.4,1.44956
1070.6,1.44955
1070.8,1.44955
1071,1.44955
1071.2,1.44955
1071.4,1.44954
1071.6,1.44954
1071.8,1.44954
1072,1.44954
1072.2,1.44953
1072.4,1.44953
1072.6,1.44953
1072.8,1.44953
1073,1.44952
1073.2,1.44952
1073.4,1.44952
1073.6,1.44952
1073.8,1.44952
1074,1.44951
1074.2,1.44951
1074.4,1.44951
1074.6,1.44951
1074.8,1.4495
1075,1.4495
1075.2,1.4495
1075.4,1.4495
1075.6,1.44949
1075.8,1.44949
1076,1.44949
1076.2,1.44949
1076.4,1.44949
1076.6,1.44948
1076.8,1.44948
1077,1.44948
1077.2,1.44948
1077.4,1.44947
1077.6,1.44947
1077.8,1.44947
1078,1.44947
1078.2,1.44946
1078.4,1.44946
1078.6,1.44946
1078.8,1.44946
1079,1.44946
1079.2,1.44945
1079.4,1.44945
1079.6,1.44945
1079.8,1.44945
1080,1.44944
1080.2,1.44944
1080.4,1.44944
1080.6,1.44944
1080.8,1.44943
1081,1.44943
1081.2,1.44943
1081.4,1.44943
1081.6,1.44943
1081.8,1.44942
1082,1.44942
1082.2,1.44942
1082.4,1.44942
1082.6,1.44941
1082.8,1.44941
1083,1.44941
1083.2,1.44941
1083.4,1.4494
1083.6,1.4494
1083.8,1.4494
1084,1.4494
1084.2,1.4494
1084.4,1.44939
1084.6,1.44939
1084.8,1.44939
1085,1.44939
1085.2,1.44938
1085.4,1.44938
1085.6,1.44938
1085.8,1.44938
1086,1.44937
1086.2,1.44937
1086.4,1.44937
1086.6,1.44937
1086.8,1.44936
1087,1.44936
1087.2,1.44936
1087.4,1.44936
1087.6,1.44935
1087.8,1.44935
1088,1.44935
1088.2,1.44935
1088.4,1.44934
1088.6,1.44934
1088.8,1.44934
1089,1.44934
1089.2,1.44934
1089.4,1.44933
1089.6,1.44933
1089.8,1.44933
1090,1.44933
1090.2,1.44932
1090.4,1.44932
1090.6,1.44932
1090.8,1.44932
1091,1.44931
1091.2,1.44931
1091.4,1.44931
1091.6,1.44931
1091.8,1.4493
1092,1.4493
1092.2,1.4493
1092.4,1.4493
1092.6,1.44929
1092.8,1.44929
1093,1.44929
1093.2,1.44929
1093.4,1.44929
1093.6,1.44928
1093.8,1.44928
1094,1.44928
1094.2,1.44928
1094.4,1.44927
1094.6,1.44927
1094.8,1.44927
1095,1.44927
1095.2,1.44926
1095.4,1.44926
1095.6,1.44926
1095.8,1.44926
1096,1.44925
1096.2,1.44925
1096.4,1.44925
1096.6,1.44925
1096.8,1.44924
1097,1.44924
1097.2,1.44924
1097.4,1.44924
1097.6,1.44924
1097.8,1.44923
1098,1.44923
1098.2,1.44923
1098.4,1.44923
1098.6,1.44922
1098.8,1.44922
1099,1.44922
1099.2,1.44922
1099.4,1.44921
1099.6,1.44921
1099.8,1.44921
1100,1.44921
1100.2,1.4492
1100.4,1.4492
1100.6,1.4492
1100.8,1.4492
1101,1.4492
1101.2,1.44919
1101.4,1.44919
1101.6,1.44919
1101.8,1.44919
1102,1.44918
1102.2,1.44918
1102.4,1.44918
1102.6,1.44918
1102.8,1.44917
1103,1.44917
1103.2,1.44917
1103.4,1.44917
1103.6,1.44917
1103.8,1.44916
1104,1.44916
1104.2,1.44916
1104.4,1.44916
1104.6,1.44915
1104.8,1.44915
1105,1.44915
1105.2,1.44915
1105.4,1.44914
1105.6,1.44914
1105.8,1.44914
1106,1.44914
1106.2,1.44914
1106.4,1.44913
1106.6,1.44913
1106.8,1.44913
1107,1.44913
1107.2,1.44912
1107.4,1.44912
1107.6,1.44912
1107.8,1.44912
1108,1.44911
1108.2,1.44911
1108.4,1.44911
1108.6,1.44911
1108.8,1.44911
1109,1.4491
1109.2,1.4491
1109.4,1.4491
1109.6,1.4491
1109.8,1.44909
1110,1.44909
1110.2,1.44909
1110.4,1.44909
1110.6,1.44908
1110.8,1.44908
1111,1.44908
1111.2,1.44908
1111.4,1.44908
1111.6,1.44907
1111.8,1.44907
1112,1.44907
1112.2,1.44907
1112.4,1.44906
1112.6,1.44906
1112.8,1.44906
1113,1.44906
1113.2,1.44905
1113.4,1.44905
1113.6,1.44905
1113.8,1.44905
1114,1.44905
1114.2,1.44904
1114.4,1.44904
1114.6,1.44904
1114.8,1.44904
1115,1.44903
1115.2,1.44903
1115.4,1.44903
1115.6,1.44903
1115.8,1.44902
1116,1.44902
1116.2,1.44902
1116.4,1.44902
1116.6,1.44902
1116.8,1.44901
1117,1.44901
1117.2,1.44901
1117.4,1.44901
1117.6,1.449
1117.8,1.449
1118,1.449
1118.2,1.449
1118.4,1.449
1118.6,1.44899
1118.8,1.44899
1119,1.44899
1119.2,1.44899
1119.4,1.44898
1119.6,1.44898
1119.8,1.44898
1120,1.44898
1120.2,1.44897
1120.4,1.44897
1120.6,1.44897
1120.8,1.44897
1121,1.44897
1121.2,1.44896
1121.4,1.44896
1121.6,1.44896
1121.8,1.44896
1122,1.44895
1122.2,1.44895
1122.4,1.44895
1122.6,1.44895
1122.8,1.44895
1123,1.44894
1123.2,1.44894
1123.4,1.44894
1123.6,1.44894
1123.8,1.44893
1124,1.44893
1124.2,1.44893
1124.4,1.44893
1124.6,1.44893
1124.8,1.44892
1125,1.44892
1125.2,1.44892
1125.4,1.44892
1125.6,1.44891
1125.8,1.44891
1126,1.44891
1126.2,1.44891
1126.4,1.44891
1126.6,1.4489
1126.8,1.4489
1127,1.4489
1127.2,1.4489
1127.4,1.44889
1127.6,1.44889
1127.8,1.44889
1128,1.44889
1128.2,1.44889
1128.4,1.44888
1128.6,1.44888
1128.8,1.44888
1129,1.44888
1129.2,1.44887
1129.4,1.44887
1129.6,1.44887
1129.8,1.44886
1130,1.44886
1130.2,1.44886
1130.4,1.44886
1130.6,1.44885
1130.8,1.44885
1131,1.44885
1131.2,1.44885
1131.4,1.44884
1131.6,1.44884
1131.8,1.44884
1132,1.44883
1132.2,1.44883
1132.4,1.44883
1132.6,1.44883
1132.8,1.44882
1133,1.44882
1133.2,1.44882
1133.4,1.44881
1133.6,1.44881
1133.8,1.44881
1134,1.44881
1134.2,1.4488
1134.4,1.4488
1134.6,1.4488
1134.8,1.4488
1135,1.44879
1135.2,1.44879
1135.4,1.44879
1135.6,1.44878
1135.8,1.44878
1136,1.44878
1136.2,1.44878
1136.4,1.44877
1136.6,1.44877
1136.8,1.44877
1137,1.44877
1137.2,1.44876
1137.4,1.44876
1137.6,1.44876
1137.8,1.44876
1138,1.44875
1138.2,1.44875
1138.4,1.44875
1138.6,1.44874
1138.8,1.44874
1139,1.44874
1139.2,1.44874
1139.4,1.44873
1139.6,1.44873
1139.8,1.44873
1140,1.44873
1140.2,1.44872
1140.4,1.44872
1140.6,1.44872
1140.8,1.44871
1141,1.44871
1141.2,1.44871
1141.4,1.44871
1141.6,1.4487
1141.8,1.4487
1142,1.4487
1142.2,1.4487
1142.4,1.44869
1142.6,1.44869
1142.8,1.44869
1143,1.44868
1143.2,1.44868
1143.4,1.44868
1143.6,1.44868
1143.8,1.44867
1144,1.44867
1144.2,1.44867
1144.4,1.44867
1144.6,1.44866
1144.8,1.44866
1145,1.44866
1145.2,1.44866
1145.4,1.44865
1145.6,1.44865
1145.8,1.44865
1146,1.44864
1146.2,1.44864
1146.4,1.44864
1146.6,1.44864
1146.8,1.44863
1147,1.44863
1147.2,1.44863
1147.4,1.44863
1147.6,1.44862
1147.8,1.44862
1148,1.44862
1148.2,1.44862
1148.4,1.44861
1148.6,1.44861
1148.8,1.44861
1149,1.4486
1149.2,1.4486
1149.4,1.4486
1149.6,1.4486
1149.8,1.44859
1150,1.44859
1150.2,1.44859
1150.4,1.44859
1150.6,1.44858
1150.8,1.44858
1151,1.44858
1151.2,1.44858
1151.4,1.44857
1151.6,1.44857
1151.8,1.44857
1152,1.44856
1152.2,1.44856
1152.4,1.44856
1152.6,1.44856
1152.8,1.44855
1153,1.44855
1153.2,1.44855
1153.4,1.44855
1153.6,1.44854
1153.8,1.44854
1154,1.44854
1154.2,1.44854
1154.4,1.44853
1154.6,1.44853
1154.8,1.44853
1155,1.44853
1155.2,1.44852
1155.4,1.44852
1155.6,1.44852
1155.8,1.44851
1156,1.44851
1156.2,1.44851
1156.4,1.44851
1156.6,1.4485
1156.8,1.4485
